0.0001973270	0.0048581138
0.0021705967	0.5803939700
0.0041438662	2.0449497700
0.0061171358	4.2195515633
0.0080904057	6.8494238853
0.0100636752	9.6468257904
0.0120369457	12.3357133865
0.0140102152	14.6894989014
0.0159834847	16.5555400848
0.0179567542	17.8628864288
0.0199300256	18.6158733368
0.0219032932	18.8762741089
0.0238765627	18.7412014008
0.0258498322	18.3205127716
0.0278231036	17.7187080383
0.0297963712	17.0230979919
0.0317696407	16.2977485657
0.0337429121	15.5827169418
0.0357161798	14.8971691132
0.0376894511	14.2439737320
0.0396627225	13.6155490875
0.0416359901	12.9995441437
0.0436092615	12.3834114075
0.0455825329	11.7582988739
0.0475558005	11.1212139130
0.0495290682	10.4755334854
0.0515023395	9.8301057816
0.0534756072	9.1974153519
0.0554488748	8.5910892487
0.0574221499	8.0235471725
0.0593954176	7.5038933754
0.0613686852	7.0371613503
0.0633419603	6.6236672401
0.0653152242	6.2596106529
0.0672884956	5.9376935959
0.0692617670	5.6485981941
0.0712350383	5.3822374344
0.0732083023	5.1291232109
0.0751815811	4.8815488815
0.0771548450	4.6344528198
0.0791281164	4.3857965469
0.0811013877	4.1364517212
0.0830746517	3.8896484375
0.0850479230	3.6500413418
0.0870211944	3.4226610661
0.0889944658	3.2119786739
0.0909677297	3.0211272240
0.0929410011	2.8515012264
0.0949142724	2.7026486397
0.0968875438	2.5724170208
0.0988608077	2.4573736191
0.1008340791	2.3533029556
0.1028073579	2.2558040619
0.1047806218	2.1608846188
0.1067538932	2.0654559135
0.1087271571	1.9677342176
0.1107004285	1.8673442602
0.1126736924	1.7652287483
0.1146469638	1.6633549929
0.1166202426	1.5642324686
0.1185935140	1.4704273939
0.1205667779	1.3840923309
0.1225400493	1.3066602945
0.1245133132	1.2386850119
0.1264865845	1.1797717810
0.1284598559	1.1287426949
0.1304331273	1.0838207006
0.1324063987	1.0428725481
0.1343796700	1.0037457943
0.1363529265	0.9645679593
0.1383261979	0.9239636660
0.1402994841	0.8812706470
0.1422727555	0.8365588188
0.1442460120	0.7905606031
0.1462192833	0.7444922924
0.1481925547	0.6997741461
0.1501658261	0.6577815413
0.1521390975	0.6196150780
0.1541123688	0.5859471560
0.1560856402	0.5569561124
0.1580588967	0.5323356390
0.1600321680	0.5113679767
0.1620054394	0.4930413067
0.1639787108	0.4761990607
0.1659519821	0.4597039223
0.1679252535	0.4426024854
0.1698985249	0.4242573380
0.1718717963	0.4044321775
0.1738450527	0.3833002448
0.1758183241	0.3613856435
