0.503043E-04 0.537524E-07
0.265162E-03 0.149342E-05
0.652167E-03 0.903077E-05
0.121219E-02 0.311675E-04
0.194638E-02 0.801723E-04
0.285625E-02 0.171906E-03
0.394364E-02 0.325344E-03
0.521080E-02 0.561609E-03
0.666032E-02 0.902322E-03
0.829520E-02 0.136715E-02
0.101188E-01 0.197052E-02
0.121350E-01 0.271785E-02
0.143480E-01 0.360174E-02
0.167624E-01 0.459913E-02
0.193833E-01 0.567047E-02
0.222163E-01 0.676168E-02
0.252676E-01 0.780924E-02
0.285436E-01 0.874777E-02
0.320516E-01 0.951860E-02
0.357991E-01 0.100774E-01
0.397946E-01 0.103993E-01
0.440467E-01 0.104802E-01
0.485652E-01 0.103349E-01
0.533601E-01 0.999257E-02
0.584425E-01 0.949124E-02
0.638240E-01 0.887234E-02
0.695171E-01 0.817623E-02
0.755350E-01 0.743914E-02
0.818919E-01 0.669150E-02
0.886030E-01 0.595730E-02
0.956841E-01 0.525434E-02
0.103152E+00 0.459490E-02
0.111026E+00 0.398664E-02
0.119323E+00 0.343353E-02
0.128066E+00 0.293673E-02
0.137274E+00 0.249533E-02
0.146971E+00 0.210702E-02
0.157181E+00 0.176848E-02
0.167929E+00 0.147588E-02
0.179240E+00 0.122504E-02
0.191144E+00 0.101172E-02
0.203669E+00 0.831729E-03
0.216845E+00 0.681016E-03
0.230703E+00 0.555765E-03
0.245277E+00 0.452418E-03
0.260600E+00 0.367715E-03
0.276706E+00 0.298701E-03
0.293630E+00 0.242735E-03
0.311407E+00 0.197492E-03
0.330074E+00 0.160953E-03
0.349664E+00 0.131396E-03
0.370212E+00 0.107385E-03
0.391750E+00 0.877451E-04
0.414308E+00 0.715440E-04
0.437912E+00 0.580617E-04
0.462584E+00 0.467601E-04
0.488339E+00 0.372493E-04
0.515186E+00 0.292522E-04
0.543125E+00 0.225714E-04
0.572144E+00 0.170586E-04
0.602216E+00 0.125906E-04
0.633301E+00 0.905175E-05
0.665339E+00 0.632447E-05
0.698248E+00 0.428669E-05
0.731923E+00 0.281468E-05
0.766232E+00 0.178886E-05
0.801013E+00 0.110011E-05
0.836072E+00 0.654872E-06
0.871182E+00 0.377709E-06
0.906083E+00 0.211417E-06
0.940480E+00 0.115099E-06
0.974048E+00 0.611164E-07
0.100643E+01 0.317544E-07
0.103726E+01 0.162027E-07
0.106614E+01 0.815221E-08
0.109267E+01 0.406395E-08
0.111646E+01 0.202013E-08
0.113715E+01 0.101134E-08
0.115438E+01 0.518905E-09
0.116787E+01 0.281624E-09
0.117737E+01 0.170503E-09
0.118271E+01 0.123929E-09
0.120023E+01 0.311876E-10
0.126927E+01 0.572388E-10
0.139178E+01 0.155400E-09
0.156492E+01 0.713213E-10
0.178463E+01 0.122833E-10
0.204576E+01 0.847740E-12
0.234219E+01 0.192663E-13
0.266698E+01 0.130475E-15
0.301251E+01 0.970519E-18
0.337068E+01 0.364483E-19
0.373309E+01 0.634867E-21
0.409127E+01 0.399810E-23
0.443679E+01 0.187457E-25
0.476158E+01 0.188115E-27
0.505801E+01 0.465608E-29
0.531914E+01 0.187711E-30
0.553885E+01 0.673173E-32
0.571199E+01 0.622265E-33
0.583450E+01 0.495591E-34
0.590354E+01 0.221497E-34
